"ID","Category","Priority","Device / Browser","Test case","Preconditions","Steps","Expected result","Execution status"
"RF-MAN-407","AI and ATS","Critical","iPhone Safari","Healthcare: section writer after section movement","Use verified Healthcare facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run section writer. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-408","AI and ATS","High","iPad Safari","Healthcare: grammar correction after section movement","Use verified Healthcare facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run grammar correction. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-409","AI and ATS","Medium","Linux Chrome","Healthcare: professional suggestions after section movement","Use verified Healthcare facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run professional suggestions. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-410","AI and ATS","Critical","Tablet Edge","Healthcare: ATS job match after section movement","Use verified Healthcare facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run ATS job match. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-411","AI and ATS","High","Windows Chrome","Education: complete resume after section movement","Use verified Education facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run complete resume. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-412","AI and ATS","Medium","Windows Edge","Education: section writer after section movement","Use verified Education facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run section writer. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-413","AI and ATS","Critical","Windows Firefox","Education: grammar correction after section movement","Use verified Education facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run grammar correction. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-414","AI and ATS","High","macOS Safari","Education: professional suggestions after section movement","Use verified Education facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run professional suggestions. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-415","AI and ATS","Medium","macOS Chrome","Education: ATS job match after section movement","Use verified Education facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run ATS job match. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-416","AI and ATS","Critical","Android Chrome","Engineering: complete resume after section movement","Use verified Engineering facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run complete resume. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-417","AI and ATS","High","iPhone Safari","Engineering: section writer after section movement","Use verified Engineering facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run section writer. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-418","AI and ATS","Medium","iPad Safari","Engineering: grammar correction after section movement","Use verified Engineering facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run grammar correction. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-419","AI and ATS","Critical","Linux Chrome","Engineering: professional suggestions after section movement","Use verified Engineering facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run professional suggestions. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-420","AI and ATS","High","Tablet Edge","Engineering: ATS job match after section movement","Use verified Engineering facts and a matching job description; configure an authorized provider only if the workflow requires it.","Move Experience and Skills to new positions. Run ATS job match. Review before applying and compare every fact with the supplied source facts.","Moved order is preserved unless explicitly replaced; output is relevant and grammatical; no employer, date, metric, credential, product, or sensitive fact is invented; ATS labels itself heuristic.","Ready for independent manual execution"
"RF-MAN-421","Editing and customization","Critical","Windows Chrome","Apply body font before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply body font before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-422","Editing and customization","High","Windows Edge","Apply body font after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply body font after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-423","Editing and customization","Medium","Windows Firefox","Apply body font after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply body font after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-424","Editing and customization","Critical","macOS Safari","Apply body font after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply body font after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-425","Editing and customization","High","macOS Chrome","Apply body font after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply body font after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-426","Editing and customization","Medium","Android Chrome","Apply heading font before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply heading font before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-427","Editing and customization","Critical","iPhone Safari","Apply heading font after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply heading font after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-428","Editing and customization","High","iPad Safari","Apply heading font after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply heading font after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-429","Editing and customization","Medium","Linux Chrome","Apply heading font after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply heading font after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-430","Editing and customization","Critical","Tablet Edge","Apply heading font after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply heading font after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-431","Editing and customization","High","Windows Chrome","Apply font size before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply font size before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-432","Editing and customization","Medium","Windows Edge","Apply font size after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply font size after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-433","Editing and customization","Critical","Windows Firefox","Apply font size after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply font size after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-434","Editing and customization","High","macOS Safari","Apply font size after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply font size after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-435","Editing and customization","Medium","macOS Chrome","Apply font size after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply font size after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-436","Editing and customization","Critical","Android Chrome","Apply six colors before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply six colors before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-437","Editing and customization","High","iPhone Safari","Apply six colors after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply six colors after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-438","Editing and customization","Medium","iPad Safari","Apply six colors after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply six colors after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-439","Editing and customization","Critical","Linux Chrome","Apply six colors after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply six colors after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-440","Editing and customization","High","Tablet Edge","Apply six colors after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply six colors after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-441","Editing and customization","Medium","Windows Chrome","Apply highlight before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply highlight before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-442","Editing and customization","Critical","Windows Edge","Apply highlight after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply highlight after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-443","Editing and customization","High","Windows Firefox","Apply highlight after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply highlight after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-444","Editing and customization","Medium","macOS Safari","Apply highlight after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply highlight after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-445","Editing and customization","Critical","macOS Chrome","Apply highlight after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply highlight after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-446","Editing and customization","High","Android Chrome","Apply bullet style before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply bullet style before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-447","Editing and customization","Medium","iPhone Safari","Apply bullet style after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply bullet style after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-448","Editing and customization","Critical","iPad Safari","Apply bullet style after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply bullet style after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-449","Editing and customization","High","Linux Chrome","Apply bullet style after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply bullet style after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-450","Editing and customization","Medium","Tablet Edge","Apply bullet style after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply bullet style after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-451","Editing and customization","Critical","Windows Chrome","Apply multilevel list before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply multilevel list before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-452","Editing and customization","High","Windows Edge","Apply multilevel list after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply multilevel list after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-453","Editing and customization","Medium","Windows Firefox","Apply multilevel list after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply multilevel list after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-454","Editing and customization","Critical","macOS Safari","Apply multilevel list after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply multilevel list after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-455","Editing and customization","High","macOS Chrome","Apply multilevel list after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply multilevel list after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-456","Editing and customization","Medium","Android Chrome","Apply background pattern before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply background pattern before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-457","Editing and customization","Critical","iPhone Safari","Apply background pattern after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply background pattern after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-458","Editing and customization","High","iPad Safari","Apply background pattern after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply background pattern after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-459","Editing and customization","Medium","Linux Chrome","Apply background pattern after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply background pattern after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-460","Editing and customization","Critical","Tablet Edge","Apply background pattern after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply background pattern after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-461","Editing and customization","High","Windows Chrome","Apply image wrapping before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply image wrapping before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-462","Editing and customization","Medium","Windows Edge","Apply image wrapping after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply image wrapping after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-463","Editing and customization","Critical","Windows Firefox","Apply image wrapping after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply image wrapping after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-464","Editing and customization","High","macOS Safari","Apply image wrapping after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply image wrapping after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-465","Editing and customization","Medium","macOS Chrome","Apply image wrapping after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply image wrapping after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-466","Editing and customization","Critical","Android Chrome","Apply paper and margins before moving","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply paper and margins before moving. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-467","Editing and customization","High","iPhone Safari","Apply paper and margins after moving up/down","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply paper and margins after moving up/down. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-468","Editing and customization","Medium","iPad Safari","Apply paper and margins after changing column","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply paper and margins after changing column. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-469","Editing and customization","Critical","Linux Chrome","Apply paper and margins after drag/drop","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply paper and margins after drag/drop. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-470","Editing and customization","High","Tablet Edge","Apply paper and margins after save/reopen","A resume section contains formatted paragraphs, a list, and a unique content marker.","Apply paper and margins after save/reopen. Continue typing, save, navigate pages, and reopen.","Customization applies at the intended scope; section content and order remain intact; typing retains focus; no unexpected layout overflow occurs.","Ready for independent manual execution"
"RF-MAN-471","Negative, edge, and recovery","Critical","Windows Chrome","move first section up, then continue editing","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move first section up. Then continue editing. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-472","Negative, edge, and recovery","High","Windows Edge","move first section up, then save and reopen","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move first section up. Then save and reopen. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-473","Negative, edge, and recovery","Medium","Windows Firefox","move first section up, then export and inspect","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move first section up. Then export and inspect. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-474","Negative, edge, and recovery","Critical","macOS Safari","move last section down, then continue editing","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move last section down. Then continue editing. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-475","Negative, edge, and recovery","High","macOS Chrome","move last section down, then save and reopen","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move last section down. Then save and reopen. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-476","Negative, edge, and recovery","Medium","Android Chrome","move last section down, then export and inspect","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move last section down. Then export and inspect. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-477","Negative, edge, and recovery","Critical","iPhone Safari","move left-column section left, then continue editing","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move left-column section left. Then continue editing. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-478","Negative, edge, and recovery","High","iPad Safari","move left-column section left, then save and reopen","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move left-column section left. Then save and reopen. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-479","Negative, edge, and recovery","Medium","Linux Chrome","move left-column section left, then export and inspect","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move left-column section left. Then export and inspect. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-480","Negative, edge, and recovery","Critical","Tablet Edge","move right-column section right, then continue editing","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move right-column section right. Then continue editing. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-481","Negative, edge, and recovery","High","Windows Chrome","move right-column section right, then save and reopen","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move right-column section right. Then save and reopen. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-482","Negative, edge, and recovery","Medium","Windows Edge","move right-column section right, then export and inspect","A resume contains unique section markers and browser developer console is available for observation.","Attempt to move right-column section right. Then export and inspect. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-483","Negative, edge, and recovery","Critical","Windows Firefox","drag onto itself, then continue editing","A resume contains unique section markers and browser developer console is available for observation.","Attempt to drag onto itself. Then continue editing. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-484","Negative, edge, and recovery","High","macOS Safari","drag onto itself, then save and reopen","A resume contains unique section markers and browser developer console is available for observation.","Attempt to drag onto itself. Then save and reopen. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-485","Negative, edge, and recovery","Medium","macOS Chrome","drag onto itself, then export and inspect","A resume contains unique section markers and browser developer console is available for observation.","Attempt to drag onto itself. Then export and inspect. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-486","Negative, edge, and recovery","Critical","Android Chrome","drop outside the page, then continue editing","A resume contains unique section markers and browser developer console is available for observation.","Attempt to drop outside the page. Then continue editing. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-487","Negative, edge, and recovery","High","iPhone Safari","drop outside the page, then save and reopen","A resume contains unique section markers and browser developer console is available for observation.","Attempt to drop outside the page. Then save and reopen. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
"RF-MAN-488","Negative, edge, and recovery","Medium","iPad Safari","drop outside the page, then export and inspect","A resume contains unique section markers and browser developer console is available for observation.","Attempt to drop outside the page. Then export and inspect. Observe messages, content, order, storage, and console errors.","Invalid movement is safely rejected or is a no-op; there is no crash, data loss, duplication, stale drag state, exposed editor UI in output, or unrecoverable focus problem.","Ready for independent manual execution"
